model,provider,task_id,task_name,n_requests,n_expected,completion_rate,run_file_path,is_reasoning,csv_file_path
qwen3-235b-a22b-instruct-2507,qwen,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t09,behavioral_pi,151,80,1.8875,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t10,dpp_sequence,81,80,1.0125,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-235b-a22b-instruct-2507,qwen,t11,mc_binary_pairs,160,160,1.0,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_qwen_qwen3-235b-a22b-instruct-2507.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_qwen3-235b-a22b-instruct-2507.csv
qwen3-coder-480b-a35b-instruct,qwen,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t01_delegate_game_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t02_declared_probe_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t03,second_chance,160,80,2.0,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t03_second_chance_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t06,behavioral_er,160,80,2.0,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t09,behavioral_pi,160,80,2.0,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t10,dpp_sequence,400,80,5.0,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-coder-480b-a35b-instruct,qwen,t11,mc_binary_pairs,160,160,1.0,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_qwen_qwen3-coder-480b-a35b-instruct.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_qwen3-coder-480b-a35b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t01,delegate_game,80,80,1.0,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t01_delegate_game_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t02_declared_probe_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t03,second_chance,160,80,2.0,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t03_second_chance_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t04,confidence_entropy,80,80,1.0,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t04_confidence_entropy_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t05_teammate_delegate_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t06,behavioral_er,160,80,2.0,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t06_behavioral_er_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t07,behavioral_ci,80,80,1.0,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t07_behavioral_ci_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t08,behavioral_em,74,80,0.925,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t08_behavioral_em_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t09,behavioral_pi,127,80,1.5875,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t09_behavioral_pi_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t10,dpp_sequence,37,80,0.4625,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t10_dpp_sequence_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-instruct,qwen,t11,mc_binary_pairs,160,160,1.0,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_qwen_qwen3-next-80b-a3b-instruct.run.json,False,data/kaggle_csvs/t11_mc_binary_pairs_results_qwen3-next-80b-a3b-instruct.csv
qwen3-next-80b-a3b-thinking,qwen,t01,delegate_game,9,80,0.1125,data/kaggle_runs/t01-msv_delegate_game-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t01_delegate_game_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t02,declared_probe,80,80,1.0,data/kaggle_runs/t02-msv_declared_probe-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t02_declared_probe_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t03,second_chance,152,80,1.9,data/kaggle_runs/t03-msv_second_chance-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t03_second_chance_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t04,confidence_entropy,67,80,0.8375,data/kaggle_runs/t04-msv_confidence_entropy-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t04_confidence_entropy_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t05,teammate_delegate,80,80,1.0,data/kaggle_runs/t05-msv_teammate_delegate-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t05_teammate_delegate_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t06,behavioral_er,29,80,0.3625,data/kaggle_runs/t06-msv_behavioral_er-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t06_behavioral_er_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t07,behavioral_ci,16,80,0.2,data/kaggle_runs/t07-msv_behavioral_ci-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t07_behavioral_ci_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t08,behavioral_em,37,80,0.4625,data/kaggle_runs/t08-msv_behavioral_em-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t08_behavioral_em_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t09,behavioral_pi,87,80,1.0875,data/kaggle_runs/t09-msv_behavioral_pi-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t09_behavioral_pi_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t10,dpp_sequence,13,80,0.1625,data/kaggle_runs/t10-msv_dpp_sequence-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t10_dpp_sequence_results_qwen3-next-80b-a3b-thinking.csv
qwen3-next-80b-a3b-thinking,qwen,t11,mc_binary_pairs,141,160,0.8812,data/kaggle_runs/t11-msv_mc_binary_pairs-run_id_Run_1_qwen_qwen3-next-80b-a3b-thinking.run.json,True,data/kaggle_csvs/t11_mc_binary_pairs_results_qwen3-next-80b-a3b-thinking.csv
